season,division,date,home,away,home_goals,away_goals,game_nr,team1_home
2024,2,2024-07-12,France,Serbia,67,79,1810,1
2024,2,2024-07-12,Portugal,Argentina,73,63,1811,1
2024,2,2024-07-13,Argentina,Great Britain,85,70,1812,1
2024,2,2024-07-13,Germany,Netherlands,95,50,1813,1
2024,2,2024-07-14,Portugal,Great Britain,63,58,1814,1
2024,2,2024-07-15,Argentina,South Sudan,81,72,1815,1
2024,2,2024-07-15,USA,Australia,98,92,1816,1
2024,2,2024-07-16,Portugal,South Sudan,72,80,1817,1
2024,2,2024-07-16,Australia,Serbia,84,73,1818,1
2024,2,2024-07-16,Greece,Puerto Rico,67,65,1819,1
2024,2,2024-07-17,USA,Serbia,105,79,1820,1
2024,2,2024-07-18,Great Britain,South Sudan,81,84,1821,1
2024,2,2024-07-18,Portugal,Argentina,61,78,1822,1
2024,2,2024-07-19,France,Canada,73,85,1823,1
2024,2,2024-07-19,Spain,Argentina,76,72,1824,1
2024,2,2024-07-19,Germany,Japan,104,83,1825,1
2024,2,2024-07-19,Australia,Puerto Rico,90,75,1826,1
2024,2,2024-07-20,USA,South Sudan,101,100,1827,1
2024,2,2024-07-21,France,Australia,82,83,1828,1
2024,2,2024-07-21,Serbia,Japan,119,100,1829,1
2024,2,2024-07-21,Canada,Puerto Rico,103,93,1830,1
2024,2,2024-07-22,USA,Germany,92,88,1831,1
2024,2,2024-07-22,Serbia,Greece,94,72,1832,1
2024,2,2024-07-23,Spain,Puerto Rico,107,84,1833,1
2024,2,2024-08-12,Senegal,Tunisia,66,64,1834,1
2024,2,2024-08-14,Senegal,Tunisia,60,65,1835,1
2025,1,2024-11-21,Great Britain,Greece,73,72,1836,1
2025,1,2024-11-21,Croatia,Bosnia & Herzegovina,89,76,1837,1
2025,1,2024-11-21,Cyprus,France,59,75,1838,1
2025,1,2024-11-21,Czech Republic,Netherlands,96,74,1839,1
2025,1,2024-11-21,Denmark,Serbia,52,72,1840,1
2025,1,2024-11-21,North Macedonia,Lithuania,67,82,1841,1
2025,1,2024-11-21,Poland,Estonia,78,82,1842,1
2025,1,2024-11-21,Finland,Georgia,83,90,1843,1
2025,1,2024-11-22,Iceland,Italy,71,95,1844,1
2025,1,2024-11-22,Portugal,Slovenia,82,74,1845,1
2025,1,2024-11-22,Montenegro,Bulgaria,85,62,1846,1
2025,1,2024-11-22,Sweden,Germany,73,72,1847,1
2025,1,2024-11-22,Turkey,Hungary,92,66,1848,1
2025,1,2024-11-22,Latvia,Belgium,75,72,1849,1
2025,1,2024-11-22,Slovakia,Spain,72,76,1850,1
2025,1,2024-11-23,Ukraine,Israel,73,86,1851,1
2025,1,2024-11-24,Serbia,Denmark,98,51,1852,1
2025,1,2024-11-24,Lithuania,North Macedonia,94,72,1853,1
2025,1,2024-11-24,Bosnia & Herzegovina,Croatia,110,90,1854,1
2025,1,2024-11-24,Greece,Great Britain,77,67,1855,1
2025,1,2024-11-24,Estonia,Poland,86,88,1856,1
2025,1,2024-11-24,France,Cyprus,85,70,1857,1
2025,1,2024-11-24,Georgia,Finland,81,64,1858,1
2025,1,2024-11-24,Netherlands,Czech Republic,77,70,1859,1
2025,1,2024-11-25,Italy,Iceland,74,81,1860,1
2025,1,2024-11-25,Belgium,Latvia,83,85,1861,1
2025,1,2024-11-25,Spain,Slovakia,84,71,1862,1
2025,1,2024-11-25,Germany,Sweden,80,61,1863,1
2025,1,2024-11-25,Israel,Ukraine,88,75,1864,1
2025,1,2024-11-25,Bulgaria,Montenegro,86,90,1865,1
2025,1,2024-11-25,Hungary,Turkey,76,81,1866,1
2025,1,2024-11-25,Slovenia,Portugal,83,82,1867,1
2025,1,2025-02-20,Belgium,Slovakia,93,63,1868,1
2025,1,2025-02-20,Montenegro,Germany,76,95,1869,1
2025,1,2025-02-20,Bulgaria,Sweden,81,77,1870,1
2025,1,2025-02-20,Latvia,Spain,83,66,1871,1
2025,1,2025-02-20,Turkey,Italy,67,80,1872,1
2025,1,2025-02-20,Hungary,Iceland,87,78,1873,1
2025,1,2025-02-21,Bosnia & Herzegovina,Cyprus,108,62,1874,1
2025,1,2025-02-21,Croatia,France,80,83,1875,1
2025,1,2025-02-21,Israel,Portugal,84,78,1876,1
2025,1,2025-02-21,Netherlands,Great Britain,69,73,1877,1
2025,1,2025-02-21,Czech Republic,Greece,89,93,1878,1
2025,1,2025-02-21,Estonia,North Macedonia,84,65,1879,1
2025,1,2025-02-21,Georgia,Denmark,62,60,1880,1
2025,1,2025-02-21,Poland,Lithuania,48,82,1881,1
2025,1,2025-02-21,Finland,Serbia,95,105,1882,1
2025,1,2025-02-21,Ukraine,Slovenia,71,84,1883,1
2025,1,2025-02-23,Iceland,Turkey,83,71,1884,1
2025,1,2025-02-23,Italy,Hungary,67,71,1885,1
2025,1,2025-02-23,Germany,Bulgaria,94,85,1886,1
2025,1,2025-02-23,Sweden,Montenegro,86,83,1887,1
2025,1,2025-02-23,Slovakia,Latvia,68,89,1888,1
2025,1,2025-02-23,Spain,Belgium,59,52,1889,1
2025,1,2025-02-24,France,Bosnia & Herzegovina,76,74,1890,1
2025,1,2025-02-24,Great Britain,Czech Republic,96,75,1891,1
2025,1,2025-02-24,Greece,Netherlands,63,53,1892,1
2025,1,2025-02-24,Denmark,Finland,77,83,1893,1
2025,1,2025-02-24,Israel,Slovenia,84,74,1894,1
2025,1,2025-02-24,Portugal,Ukraine,60,88,1895,1
2025,1,2025-02-24,Serbia,Georgia,63,54,1896,1
2025,1,2025-02-24,Lithuania,Estonia,82,75,1897,1
2025,1,2025-02-24,North Macedonia,Poland,88,74,1898,1
2025,1,2025-02-24,Cyprus,Croatia,67,104,1899,1
2025,2,2025-05-07,Australia,New Zealand,80,68,1900,1
2025,2,2025-05-09,Australia,New Zealand,92,67,1901,1
2025,2,2025-05-11,New Zealand,Australia,106,97,1902,1
2025,2,2025-07-11,South Korea,Japan,91,77,1903,1
2025,2,2025-07-15,Netherlands,China,76,84,1904,1
2025,2,2025-07-18,South Korea,Qatar,90,71,1905,1
2025,2,2025-07-20,Japan,Denmark,69,63,1906,1
2025,2,2025-07-20,South Korea,Qatar,95,78,1907,1
2025,2,2025-07-21,Egypt,Iran,60,59,1908,1
2025,2,2025-07-22,Lebanon,Jordan,89,79,1909,1
2025,2,2025-07-22,Egypt,Syria,77,66,1910,1
2025,2,2025-07-23,Slovakia,Austria,73,51,1911,1
2025,2,2025-07-24,Lebanon,Iran,105,89,1912,1
2025,2,2025-07-24,Egypt,Jordan,70,60,1913,1
2025,2,2025-07-25,Lebanon,Syria,79,69,1914,1
2025,2,2025-07-25,North Macedonia,Switzerland,62,56,1915,1
2025,2,2025-07-25,Jordan,Iran,61,70,1916,1
2025,2,2025-07-26,North Macedonia,Switzerland,65,52,1917,1
2025,2,2025-07-27,Lebanon,Egypt,87,74,1918,1
2025,2,2025-07-27,Bahrain,Tunisia,86,97,1919,1
2025,2,2025-07-27,Austria,Slovakia,74,71,1920,1
2025,2,2025-07-28,Russia,Iran,67,70,1921,1
2025,2,2025-07-28,Qatar,Saudi Arabia,82,78,1922,1
2025,2,2025-07-29,Bahrain,Egypt,91,85,1923,1
2025,2,2025-07-30,Croatia,Hungary,85,65,1924,1
2025,2,2025-07-30,Tunisia,Egypt,85,73,1925,1
2025,2,2025-07-30,Saudi Arabia,Iraq,91,76,1926,1
2025,2,2025-07-30,Russia,Iran,79,58,1927,1
2025,2,2025-07-30,Qatar,Japan,92,103,1928,1
2025,2,2025-07-30,Brazil,New Zealand,89,90,1929,1
2025,2,2025-08-01,Qatar,Iraq,77,73,1930,1
2025,2,2025-08-01,Lithuania,Estonia,89,68,1931,1
2025,2,2025-08-01,Japan,Saudi Arabia,85,78,1932,1
2025,2,2025-08-02,Croatia,Ukraine,82,71,1933,1
2025,2,2025-08-02,Italy,Iceland,87,61,1934,1
2025,2,2025-08-02,Poland,Senegal,69,75,1935,1
2025,2,2025-08-03,Egypt,Russia,80,73,1936,1
2025,2,2025-08-03,Italy,Senegal,80,56,1937,1
2025,2,2025-08-03,Poland,Iceland,92,90,1938,1
2025,2,2025-08-04,France,Montenegro,81,75,1939,1
2025,2,2025-08-05,Spain,Portugal,74,76,1940,1
2025,2,2025-08-05,Egypt,Russia,67,94,1941,1
2025,2,2025-08-05,Estonia,Israel,93,81,1942,1
2025,2,2025-08-05,Serbia,Bosnia & Herzegovina,126,89,1943,1
2025,2,2025-08-06,Serbia,Poland,79,67,1944,1
2025,2,2025-08-06,Greece,Belgium,74,60,1945,1
2025,2,2025-08-07,Spain,Czech Republic,87,73,1946,1
2025,2,2025-08-07,Turkey,Lithuania,70,91,1947,1
2025,2,2025-08-07,Georgia,Estonia,70,75,1948,1
2025,2,2025-08-08,France,Great Britain,74,67,1949,1
2025,2,2025-08-08,Slovenia,Germany,89,103,1950,1
2025,2,2025-08-08,Finland,Belgium,105,62,1951,1
2025,2,2025-08-09,Italy,Latvia,91,75,1952,1
2025,2,2025-08-09,Greece,Serbia,66,76,1953,1
2025,2,2025-08-09,Cyprus,Israel,69,109,1954,1
2025,2,2025-08-10,Greece,Israel,58,75,1955,1
2025,2,2025-08-10,Lithuania,Georgia,77,54,1956,1
2025,2,2025-08-10,Bosnia & Herzegovina,Montenegro,90,102,1957,1
2025,2,2025-08-10,Germany,Slovenia,80,70,1958,1
2025,2,2025-08-10,Cyprus,Serbia,55,122,1959,1
2025,2,2025-08-10,Poland,Sweden,74,72,1960,1
2025,2,2025-08-10,Portugal,Argentina,70,84,1961,1
2025,2,2025-08-11,Finland,Belgium,92,74,1962,1
2025,2,2025-08-14,Sweden,Iceland,70,73,1963,1
2025,2,2025-08-14,Spain,France,67,75,1964,1
2025,2,2025-08-14,Italy,Argentina,84,72,1965,1
2025,2,2025-08-14,Latvia,Lithuania,105,109,1966,1
2025,2,2025-08-14,Greece,Montenegro,69,61,1967,1
2025,2,2025-08-14,Poland,Georgia,94,89,1968,1
2025,2,2025-08-15,Portugal,Iceland,83,79,1969,1
2025,2,2025-08-15,Belgium,Great Britain,84,72,1970,1
2025,2,2025-08-15,Lithuania,Slovenia,94,72,1971,1
2025,2,2025-08-16,France,Spain,78,73,1972,1
2025,2,2025-08-16,Portugal,Sweden,78,61,1973,1
2025,2,2025-08-16,Bosnia & Herzegovina,Great Britain,103,73,1974,1
2025,2,2025-08-16,Latvia,Slovenia,100,88,1975,1
2025,2,2025-08-17,Montenegro,Israel,88,76,1976,1
2025,2,2025-08-17,Belgium,Bosnia & Herzegovina,60,73,1977,1
2025,2,2025-08-17,Poland,Finland,88,97,1978,1
2025,2,2025-08-19,Slovenia,Great Britain,93,81,1979,1
2025,2,2025-08-20,Greece,Latvia,104,86,1980,1
2025,2,2025-08-20,Sweden,Estonia,87,88,1981,1
2025,2,2025-08-20,Lithuania,Turkey,81,84,1982,1
2025,2,2025-08-21,Spain,Germany,105,106,1983,1
2025,2,2025-08-21,Serbia,Slovenia,106,72,1984,1
2025,2,2025-08-21,Italy,Latvia,68,83,1985,1
2025,2,2025-08-21,Czech Republic,Georgia,100,87,1986,1
2025,2,2025-08-21,Finland,Poland,106,87,1987,1
2025,2,2025-08-22,Greece,Italy,76,74,1988,1
2025,2,2025-08-22,Lithuania,Iceland,96,83,1989,1
2025,2,2025-08-22,Estonia,Great Britain,62,72,1990,1
2025,2,2025-08-23,Germany,Spain,95,78,1991,1
2025,2,2025-08-23,Turkey,Montenegro,96,85,1992,1
2025,2,2025-08-24,Greece,France,77,92,1993,1
2025,1,2025-08-27,Serbia,Estonia,98,64,1994,0
2025,1,2025-08-27,Sweden,Finland,90,93,1995,0
2025,1,2025-08-27,Latvia,Turkey,73,93,1996,0
2025,1,2025-08-27,Montenegro,Germany,76,106,1997,0
2025,1,2025-08-27,Czech Republic,Portugal,50,62,1998,0
2025,1,2025-08-27,Great Britain,Lithuania,70,94,1999,0
2025,1,2025-08-28,Greece,Italy,75,66,2000,0
2025,1,2025-08-28,Slovenia,Poland,95,105,2001,0
2025,1,2025-08-28,Bosnia & Herzegovina,Cyprus,91,64,2002,0
2025,1,2025-08-28,Belgium,France,64,92,2003,0
2025,1,2025-08-28,Georgia,Spain,83,69,2004,0
2025,1,2025-08-28,Israel,Iceland,83,71,2005,0
2025,1,2025-08-29,Turkey,Czech Republic,92,78,2006,0
2025,1,2025-08-29,Germany,Sweden,105,83,2007,0
